KSkillAreaTravFunc	2	2	0	0	0	DRIFT
KSkillDebug	11	11	0	0	0	DRIFT
KSkillList	25	20	5	0	0	DRIFT
KSkillManager	54	43	15	0	0	DRIFT
KSkillRecipeList	20	17	2	1	0	DRIFT
KSkillRecipePointer	4	4	0	0	0	DRIFT
KSkillRectangleTravFunc	2	0	1	1	0	NEW
KSkillSectorTravFunc	2	2	0	0	0	DRIFT
KSmartDialogList	4	4	0	0	0	DRIFT
KStatDataServer	58	36	22	0	0	DRIFT
KTalentSkill	14	0	12	2	0	NEW
KTarget	15	15	0	0	0	DRIFT
KTeamBroadcast	2	2	0	0	0	DRIFT
KTeamServer	15	15	0	0	0	DRIFT
KTerrainScene	7	7	0	0	0	DRIFT
KThreatLink	5	5	0	0	0	DRIFT
KTimeLimitationBindItemMgr	13	13	0	0	0	DRIFT
KTongConstList	4	0	2	2	0	NEW
KTongDiplomacyCache	14	0	12	2	0	NEW
KTongServer	13	0	13	0	0	NEW
KTradingBox	24	20	4	0	0	DRIFT
KTransmissionList	5	5	0	0	0	DRIFT
KTraversePlayerFunc	1	1	0	0	0	DRIFT
KTraverseSceneDoodadFunc	1	1	0	0	0	DRIFT
KTraverseSceneFunc	1	1	0	0	0	DRIFT
KTraverseSceneNpcFunc	1	1	0	0	0	DRIFT
KTraverseScenePlayerFunc	1	1	0	0	0	DRIFT
KUserPreferences	9	9	0	0	0	DRIFT
KWeaponTypeList	5	5	0	0	0	DRIFT
KWorldSettings	7	2	5	0	0	DRIFT
K_GET_PLAYER_SKILL_RECIPE	2	2	0	0	0	DRIFT
SYNC_MOVE_CTRL	1	0	1	0	0	NEW
SYNC_MOVE_SPEED	1	0	1	0	0	NEW
SYNC_MOVE_STATE	1	0	1	0	0	NEW
SYNC_SPRINT_FLAGS	1	0	1	0	0	NEW
