KG_SocketStream	9	9	0	0	0	DRIFT
KG_SocketConnector	6	6	0	0	0	DRIFT
KG_SocketAcceptor	7	7	0	0	0	DRIFT
KG_SecuritySocketStream	4	4	0	0	0	DRIFT
KG_Packer	3	3	0	0	0	DRIFT
KG_Packager	5	5	0	0	0	DRIFT
KG_Memory_Debug	3	3	0	0	0	DRIFT
KG_GET_USER_SKILL_RECIPE	1	1	0	0	0	DRIFT
KG_BufferedSocketStream	2	2	0	0	0	DRIFT
KG_BufferedSocketConnector	2	2	0	0	0	DRIFT
KG_Buffer	4	4	0	0	0	DRIFT
KGWServerConstList	3	0	0	3	0	NEW
KGPQManager	7	7	0	0	0	DRIFT
KGPQList	5	5	0	0	0	DRIFT
KGPQ	9	9	0	0	0	DRIFT
KGFellowshipMgr	30	31	0	0	0	DRIFT
KFightFlagList	4	4	0	0	0	DRIFT
KEscortQuestManager	18	18	0	0	0	DRIFT
KDoodadTemplateList	9	9	0	0	0	DRIFT
KDoodadFile	8	8	0	0	0	DRIFT
KDoodadClassList	6	6	0	0	0	DRIFT
KDesignationList	6	6	0	0	0	DRIFT
KDeleteSceneFunc	1	1	0	0	0	DRIFT
KCraftRecipe	2	2	0	0	0	DRIFT
KCraftRead	2	2	0	0	0	DRIFT
KCraftEnchant	2	2	0	0	0	DRIFT
KCraftCopy	2	2	0	0	0	DRIFT
KCraftCollection	1	1	0	0	0	DRIFT
KCraft	17	17	0	0	0	DRIFT
KCoolDownList	3	3	0	0	0	DRIFT
KCharacterActionList	4	4	0	0	0	DRIFT
KCenterRemote	11	4	0	7	0	DRIFT
KCDTimerList	10	10	0	0	0	DRIFT
KBuffRecipePointer	5	5	0	0	0	DRIFT
KBuffManager	12	12	0	0	0	DRIFT
KBuff	5	5	0	0	0	DRIFT
KBroadcastTargetFunc	1	1	0	0	0	DRIFT
KBroadcastTalkFunc	2	2	0	0	0	DRIFT
KBroadcastFunc	2	2	0	0	0	DRIFT
KBroadcastBeHitFunc	2	2	0	0	0	DRIFT
KBookList	9	9	0	0	0	DRIFT
KBaseObject	2	2	0	0	0	DRIFT
KBUFF_LIST_NODE	4	4	0	0	0	DRIFT
KAntiFarmer	6	6	0	0	0	DRIFT
KAIVM	11	11	0	0	0	DRIFT
KAIState	3	3	0	0	0	DRIFT
KAILogic	11	11	0	0	0	DRIFT
KAIAction	4	4	0	0	0	DRIFT
GetFellowshipIDListFunc	1	1	0	0	0	DRIFT
